***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________



Resultados Relativos as Usinas Termicas:

----;-------;----;-------------;----;----;-----------;-----------;-----------;------------;-----;-----------;
IPER;  Pat  ;USIT;     Nome    ;Unid;Sist;  Geracao  ;    GMin   ;    GMax   ; Capacidade ; L/D ;CustoLinear;
    ;       ;    ;             ;    ;    ;     MW    ;     MW    ;     MW    ;      MW    ;     ;   $/(MWh) ;
----;-------;----;-------------;----;----;-----------;-----------;-----------;------------;-----;-----------;
 63 ; MEDIA ; 47 ;TERMORIO     ; 11 ; SE ;      0.00 ;      0.00 ;    672.00 ;     672.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 12 ; SE ;      0.00 ;      0.00 ;    831.00 ;     831.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 13 ; SE ;      0.00 ;      0.00 ;    831.00 ;     831.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 14 ; SE ;      0.00 ;      0.00 ;    831.00 ;     831.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 15 ; SE ;      0.00 ;      0.00 ;    831.00 ;     831.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 16 ; SE ;      0.00 ;      0.00 ;    989.20 ;     989.20 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 17 ; SE ;      0.00 ;      0.00 ;    158.00 ;     158.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 18 ; SE ;      0.00 ;      0.00 ;    158.00 ;     158.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 19 ; SE ;      0.00 ;      0.00 ;    158.00 ;     158.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 20 ; SE ;      0.00 ;      0.00 ;    158.00 ;     158.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 21 ; SE ;      0.00 ;      0.00 ;    317.00 ;     317.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 22 ; SE ;      0.00 ;      0.00 ;    317.00 ;     317.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 23 ; SE ;      0.00 ;      0.00 ;    317.00 ;     317.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 24 ; SE ;      0.00 ;      0.00 ;    317.00 ;     317.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 25 ; SE ;      0.00 ;      0.00 ;    317.00 ;     317.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 26 ; SE ;      0.00 ;      0.00 ;    317.00 ;     317.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 27 ; SE ;      0.00 ;      0.00 ;    476.00 ;     476.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 28 ; SE ;      0.00 ;      0.00 ;    476.00 ;     476.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 29 ; SE ;      0.00 ;      0.00 ;    476.00 ;     476.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 30 ; SE ;      0.00 ;      0.00 ;    476.00 ;     476.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 31 ; SE ;      0.00 ;      0.00 ;    634.00 ;     634.00 ;  L  ;    945.14 ;
 63 ; MEDIA ; 47 ;TERMORIO     ; 99 ; SE ;      0.00 ;      0.00 ;    844.00 ;   15820.40 ;  -  ;           ;
 63 ; MEDIA ; 48 ;ARAUCARIA    ;  1 ; S  ;      0.00 ;      0.00 ;    235.00 ;     235.00 ;  L  ;    780.00 ;
 63 ; MEDIA ; 48 ;ARAUCARIA    ;  2 ; S  ;      0.00 ;      0.00 ;    235.00 ;     235.00 ;  L  ;    780.00 ;
 63 ; MEDIA ; 48 ;ARAUCARIA    ;  3 ; S  ;      0.00 ;      0.00 ;    484.15 ;     484.15 ;  L  ;    780.00 ;
 63 ; MEDIA ; 48 ;ARAUCARIA    ; 99 ; S  ;      0.00 ;      0.00 ;    484.00 ;     954.15 ;  -  ;           ;
 63 ; MEDIA ; 49 ;VIANA        ;  1 ; SE ;      0.00 ;      0.00 ;    174.60 ;     174.60 ;  L  ;   1089.24 ;
 63 ; MEDIA ; 49 ;VIANA        ; 99 ; SE ;      0.00 ;      0.00 ;    174.60 ;     174.60 ;  -  ;           ;
 63 ; MEDIA ; 52 ;CAMPINA GDE  ;  1 ; NE ;      0.00 ;      0.00 ;     42.27 ;      42.27 ;  L  ;   2001.08 ;
 63 ; MEDIA ; 52 ;CAMPINA GDE  ;  2 ; NE ;      0.00 ;      0.00 ;     42.27 ;      42.27 ;  L  ;   2001.08 ;
 63 ; MEDIA ; 52 ;CAMPINA GDE  ;  3 ; NE ;      0.00 ;      0.00 ;     42.27 ;      42.27 ;  L  ;   2001.08 ;
 63 ; MEDIA ; 52 ;CAMPINA GDE  ;  4 ; NE ;      0.00 ;      0.00 ;     42.27 ;      42.27 ;  L  ;   2001.08 ;
 63 ; MEDIA ; 52 ;CAMPINA GDE  ; 99 ; NE ;      0.00 ;      0.00 ;      0.00 ;     169.08 ;  -  ;           ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  1 ; NE ;      0.00 ;      0.00 ;     71.92 ;      71.92 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  2 ; NE ;      0.00 ;      0.00 ;     71.92 ;      71.92 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  3 ; NE ;      0.00 ;      0.00 ;     71.92 ;      71.92 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  4 ; NE ;      0.00 ;      0.00 ;     64.48 ;      64.48 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  5 ; NE ;      0.00 ;      0.00 ;     64.48 ;      64.48 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  6 ; NE ;      0.00 ;      0.00 ;     64.48 ;      64.48 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  7 ; NE ;      0.00 ;      0.00 ;    104.16 ;     104.16 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  8 ; NE ;      0.00 ;      0.00 ;    104.16 ;     104.16 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ;  9 ; NE ;      0.00 ;      0.00 ;     96.72 ;      96.72 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ; 10 ; NE ;      0.00 ;      0.00 ;    104.16 ;     104.16 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ; 11 ; NE ;      0.00 ;      0.00 ;    136.40 ;     136.40 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 53 ;GLOBAL I     ; 99 ; NE ;      0.00 ;      0.00 ;    137.00 ;     954.80 ;  -  ;           ;
 63 ; MEDIA ; 54 ;JUIZ DE FORA ;  1 ; SE ;      0.00 ;      0.00 ;     43.93 ;      43.94 ;  L  ;   1171.19 ;
 63 ; MEDIA ; 54 ;JUIZ DE FORA ;  2 ; SE ;      0.00 ;      0.00 ;     43.11 ;      43.11 ;  L  ;   1171.19 ;
 63 ; MEDIA ; 54 ;JUIZ DE FORA ; 99 ; SE ;      0.00 ;      0.00 ;     84.00 ;      87.05 ;  -  ;           ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  1 ; NE ;      0.00 ;      0.00 ;     71.92 ;      71.92 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  2 ; NE ;      0.00 ;      0.00 ;     71.92 ;      71.92 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  3 ; NE ;      0.00 ;      0.00 ;     71.92 ;      71.92 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  4 ; NE ;      0.00 ;      0.00 ;     64.48 ;      64.48 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  5 ; NE ;      0.00 ;      0.00 ;     64.48 ;      64.48 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  6 ; NE ;      0.00 ;      0.00 ;     64.48 ;      64.48 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  7 ; NE ;      0.00 ;      0.00 ;    104.16 ;     104.16 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  8 ; NE ;      0.00 ;      0.00 ;    104.16 ;     104.16 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ;  9 ; NE ;      0.00 ;      0.00 ;     96.72 ;      96.72 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ; 10 ; NE ;      0.00 ;      0.00 ;    104.16 ;     104.16 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ; 11 ; NE ;      0.00 ;      0.00 ;    136.40 ;     136.40 ;  L  ;   1220.09 ;
 63 ; MEDIA ; 55 ;GLOBAL II    ; 99 ; NE ;      0.00 ;      0.00 ;    137.00 ;     954.80 ;  -  ;           ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  1 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  2 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  3 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  4 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  5 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  6 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  7 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ;  8 ; NE ;      0.00 ;      0.00 ;      0.00 ;      20.37 ;  D  ;      0.00 ;
 63 ; MEDIA ; 57 ;MARACANAU I  ; 99 ; NE ;      0.00 ;      0.00 ;      0.00 ;     162.96 ;  -  ;           ;
 63 ; MEDIA ; 58 ;TERMOCEARA   ;  1 ; NE ;      0.00 ;      0.00 ;     55.00 ;      55.00 ;  L  ;   2214.27 ;
 63 ; MEDIA ; 58 ;TERMOCEARA   ;  2 ; NE ;      0.00 ;      0.00 ;    110.00 ;     110.00 ;  L  ;   2214.27 ;
 63 ; MEDIA ; 58 ;TERMOCEARA   ;  3 ; NE ;      0.00 ;      0.00 ;    165.00 ;     165.00 ;  L  ;   2214.27 ;
 63 ; MEDIA ; 58 ;TERMOCEARA   ;  4 ; NE ;      0.00 ;      0.00 ;    220.00 ;     220.00 ;  L  ;   2214.27 ;
 63 ; MEDIA ; 58 ;TERMOCEARA   ; 99 ; NE ;      0.00 ;      0.00 ;    200.00 ;     550.00 ;  -  ;           ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  1 ; SE ;      0.00 ;      0.00 ;    250.00 ;     250.00 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  2 ; SE ;      0.00 ;      0.00 ;    250.00 ;     250.00 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  3 ; SE ;      0.00 ;      0.00 ;    250.00 ;     250.00 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  4 ; SE ;      0.00 ;      0.00 ;    520.00 ;     520.00 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  5 ; SE ;      0.00 ;      0.00 ;    520.00 ;     520.00 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  6 ; SE ;      0.00 ;      0.00 ;    520.00 ;     520.00 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ;  7 ; SE ;      0.00 ;      0.00 ;    826.78 ;     826.78 ;  L  ;    976.02 ;
 63 ; MEDIA ; 60 ;NORTEFLU     ; 99 ; SE ;      0.00 ;      0.00 ;    826.00 ;    3136.78 ;  -  ;           ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  1 ; SE ;      0.00 ;      0.00 ;     45.00 ;      45.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  2 ; SE ;      0.00 ;      0.00 ;     90.00 ;      90.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  3 ; SE ;      0.00 ;      0.00 ;    135.00 ;     135.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  4 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  5 ; SE ;      0.00 ;      0.00 ;    225.00 ;     225.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  6 ; SE ;      0.00 ;      0.00 ;    270.00 ;     270.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  7 ; SE ;      0.00 ;      0.00 ;    315.00 ;     315.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ;  8 ; SE ;      0.00 ;      0.00 ;    360.00 ;     360.00 ;  L  ;   1161.35 ;
 63 ; MEDIA ; 62 ;SEROPEDICA   ; 99 ; SE ;      0.00 ;      0.00 ;    360.00 ;    1620.00 ;  -  ;           ;
 63 ; MEDIA ; 63 ;IBIRITE      ;  1 ; SE ;      0.00 ;      0.00 ;    226.00 ;     226.00 ;  L  ;    942.64 ;
 63 ; MEDIA ; 63 ;IBIRITE      ; 99 ; SE ;      0.00 ;      0.00 ;    226.00 ;     226.00 ;  -  ;           ;
 63 ; MEDIA ; 64 ;CANOAS       ;  1 ; S  ;      0.00 ;      0.00 ;    248.57 ;     248.57 ;  L  ;   1371.46 ;
 63 ; MEDIA ; 64 ;CANOAS       ; 99 ; S  ;      0.00 ;      0.00 ;    248.57 ;     248.57 ;  -  ;           ;
 63 ; MEDIA ; 67 ;TERMONE      ;  1 ; NE ;      0.00 ;      0.00 ;     49.95 ;      49.95 ;  L  ;   1753.30 ;
 63 ; MEDIA ; 67 ;TERMONE      ;  2 ; NE ;      0.00 ;      0.00 ;     58.27 ;      58.27 ;  L  ;   1753.30 ;
 63 ; MEDIA ; 67 ;TERMONE      ;  3 ; NE ;      0.00 ;      0.00 ;     54.09 ;      54.09 ;  L  ;   1753.30 ;
 63 ; MEDIA ; 67 ;TERMONE      ; 99 ; NE ;      0.00 ;      0.00 ;      0.00 ;     162.31 ;  -  ;           ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  1 ; SE ;      0.00 ;      0.00 ;     90.00 ;      90.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  2 ; SE ;      0.00 ;      0.00 ;     90.00 ;      90.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  3 ; SE ;      0.00 ;      0.00 ;     90.00 ;      90.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  4 ; SE ;      0.00 ;      0.00 ;     90.00 ;      90.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  5 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  6 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  7 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  8 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ;  9 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 10 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 11 ; SE ;      0.00 ;      0.00 ;    270.00 ;     270.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 12 ; SE ;      0.00 ;      0.00 ;    270.00 ;     270.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 13 ; SE ;      0.00 ;      0.00 ;    270.00 ;     270.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 14 ; SE ;      0.00 ;      0.00 ;    270.00 ;     270.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 15 ; SE ;      0.00 ;      0.00 ;    350.00 ;     350.00 ;  L  ;    846.18 ;
 63 ; MEDIA ; 68 ;TRES LAGOAS  ; 99 ; SE ;      0.00 ;      0.00 ;    360.00 ;    2870.00 ;  -  ;           ;
 63 ; MEDIA ; 69 ;TERMOPB      ;  1 ; NE ;      0.00 ;      0.00 ;     49.95 ;      49.95 ;  L  ;   1753.30 ;
 63 ; MEDIA ; 69 ;TERMOPB      ;  2 ; NE ;      0.00 ;      0.00 ;     58.27 ;      58.27 ;  L  ;   1753.30 ;
 63 ; MEDIA ; 69 ;TERMOPB      ;  3 ; NE ;      0.00 ;      0.00 ;     54.09 ;      54.09 ;  L  ;   1753.30 ;
 63 ; MEDIA ; 69 ;TERMOPB      ; 99 ; NE ;      0.00 ;      0.00 ;      0.00 ;     162.31 ;  -  ;           ;
 63 ; MEDIA ; 70 ;GERAMAR II   ;  1 ; N  ;      0.00 ;      0.00 ;    159.08 ;     159.08 ;  L  ;    998.68 ;
 63 ; MEDIA ; 70 ;GERAMAR II   ; 99 ; N  ;      0.00 ;      0.00 ;    159.00 ;     159.08 ;  -  ;           ;
 63 ; MEDIA ; 73 ;GERAMAR I    ;  1 ; N  ;      0.00 ;      0.00 ;    159.16 ;     159.16 ;  L  ;    998.68 ;
 63 ; MEDIA ; 73 ;GERAMAR I    ; 99 ; N  ;      0.00 ;      0.00 ;    159.00 ;     159.16 ;  -  ;           ;
 63 ; MEDIA ; 83 ;VALE DO ACU  ;  2 ; NE ;      0.00 ;      0.00 ;    110.00 ;     110.00 ;  L  ;    450.86 ;
 63 ; MEDIA ; 83 ;VALE DO ACU  ; 99 ; NE ;      0.00 ;      0.00 ;    110.00 ;     110.00 ;  -  ;           ;
 63 ; MEDIA ; 86 ;ST.CRUZ NOVA ;  1 ; SE ;    350.00 ;      0.00 ;    350.00 ;     350.00 ;  L  ;    195.86 ;
 63 ; MEDIA ; 86 ;ST.CRUZ NOVA ;  2 ; SE ;      0.00 ;      0.00 ;    255.00 ;     255.00 ;  L  ;    195.86 ;
 63 ; MEDIA ; 86 ;ST.CRUZ NOVA ;  3 ; SE ;      0.00 ;      0.00 ;    255.00 ;     255.00 ;  L  ;    195.86 ;
 63 ; MEDIA ; 86 ;ST.CRUZ NOVA ;  4 ; SE ;      0.00 ;      0.00 ;    500.00 ;     500.00 ;  L  ;    195.86 ;
 63 ; MEDIA ; 86 ;ST.CRUZ NOVA ; 99 ; SE ;    350.00 ;      0.00 ;    350.00 ;    1360.00 ;  -  ;           ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  1 ; SE ;      0.00 ;      0.00 ;     45.00 ;      45.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  2 ; SE ;      0.00 ;      0.00 ;     90.00 ;      90.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  3 ; SE ;      0.00 ;      0.00 ;    135.00 ;     135.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  4 ; SE ;      0.00 ;      0.00 ;    180.00 ;     180.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  5 ; SE ;      0.00 ;      0.00 ;    225.00 ;     225.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  6 ; SE ;      0.00 ;      0.00 ;    270.00 ;     270.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  7 ; SE ;      0.00 ;      0.00 ;    315.00 ;     315.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  8 ; SE ;      0.00 ;      0.00 ;    360.00 ;     360.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ;  9 ; SE ;      0.00 ;      0.00 ;    405.00 ;     405.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 10 ; SE ;      0.00 ;      0.00 ;    450.00 ;     450.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 11 ; SE ;      0.00 ;      0.00 ;    495.00 ;     495.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 12 ; SE ;      0.00 ;      0.00 ;    540.00 ;     540.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 13 ; SE ;      0.00 ;      0.00 ;    585.00 ;     585.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 14 ; SE ;      0.00 ;      0.00 ;    630.00 ;     630.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 15 ; SE ;      0.00 ;      0.00 ;    675.00 ;     675.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 16 ; SE ;      0.00 ;      0.00 ;    720.00 ;     720.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 17 ; SE ;      0.00 ;      0.00 ;    765.00 ;     765.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 18 ; SE ;      0.00 ;      0.00 ;    810.00 ;     810.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 19 ; SE ;      0.00 ;      0.00 ;    855.00 ;     855.00 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 20 ; SE ;      0.00 ;      0.00 ;    922.61 ;     922.62 ;  L  ;    958.78 ;
 63 ; MEDIA ; 90 ;TERMOMACAE   ; 99 ; SE ;      0.00 ;      0.00 ;    874.00 ;    9472.61 ;  -  ;           ;
 63 ; MEDIA ; 96 ;TERMOPE      ;  1 ; NE ;      0.00 ;      0.00 ;    254.00 ;     254.00 ;  L  ;    858.48 ;
 63 ; MEDIA ; 96 ;TERMOPE      ;  2 ; NE ;      0.00 ;      0.00 ;    254.00 ;     254.00 ;  L  ;    858.48 ;
 63 ; MEDIA ; 96 ;TERMOPE      ;  3 ; NE ;      0.00 ;      0.00 ;    550.00 ;     550.00 ;  L  ;    858.48 ;
 63 ; MEDIA ; 96 ;TERMOPE      ; 99 ; NE ;      0.00 ;      0.00 ;    550.00 ;    1058.00 ;  -  ;           ;
 63 ; MEDIA ; 97 ;CUBATAO      ;  1 ; SE ;      0.00 ;      0.00 ;    216.00 ;     216.00 ;  L  ;    384.92 ;
 63 ; MEDIA ; 97 ;CUBATAO      ;  2 ; SE ;      0.00 ;      0.00 ;     48.00 ;      48.00 ;  L  ;    384.92 ;
 63 ; MEDIA ; 97 ;CUBATAO      ;  3 ; SE ;      0.00 ;      0.00 ;    168.00 ;     168.00 ;  L  ;    384.92 ;
 63 ; MEDIA ; 97 ;CUBATAO      ; 99 ; SE ;      0.00 ;      0.00 ;    216.00 ;     432.00 ;  -  ;           ;
 63 ; MEDIA ; 98 ;PERNAMBU_III ;  1 ; NE ;      0.00 ;      0.00 ;     52.38 ;      52.38 ;  L  ;    831.38 ;
 63 ; MEDIA ; 98 ;PERNAMBU_III ;  2 ; NE ;      0.00 ;      0.00 ;     52.38 ;      52.38 ;  L  ;    831.38 ;
 63 ; MEDIA ; 98 ;PERNAMBU_III ;  3 ; NE ;      0.00 ;      0.00 ;     52.38 ;      52.38 ;  L  ;    831.38 ;
 63 ; MEDIA ; 98 ;PERNAMBU_III ;  4 ; NE ;      0.00 ;      0.00 ;     43.65 ;      43.65 ;  L  ;    831.38 ;
 63 ; MEDIA ; 98 ;PERNAMBU_III ; 99 ; NE ;      0.00 ;      0.00 ;    200.79 ;     200.79 ;  -  ;           ;
 63 ; MEDIA ;106 ;ERB CANDEIAS ;  1 ; NE ;     12.00 ;      0.00 ;     16.79 ;      16.79 ;  L  ;    113.61 ;
 63 ; MEDIA ;106 ;ERB CANDEIAS ; 99 ; NE ;     12.00 ;      3.00 ;     12.00 ;      16.79 ;  -  ;           ;
 63 ; MEDIA ;107 ;PAMPA SUL    ;  1 ; S  ;    345.00 ;      0.00 ;    345.00 ;     345.00 ;  L  ;    101.20 ;
 63 ; MEDIA ;107 ;PAMPA SUL    ; 99 ; S  ;    345.00 ;    285.00 ;    345.00 ;     345.00 ;  -  ;           ;
 63 ; MEDIA ;108 ;XAVANTES     ;  1 ; SE ;      0.00 ;      0.00 ;      0.00 ;      26.06 ;  D  ;      0.00 ;
 63 ; MEDIA ;108 ;XAVANTES     ;  2 ; SE ;      0.00 ;      0.00 ;      0.00 ;      27.51 ;  D  ;      0.00 ;
 63 ; MEDIA ;108 ;XAVANTES     ; 99 ; SE ;      0.00 ;      0.00 ;      0.00 ;      53.58 ;  -  ;           ;
 63 ; MEDIA ;110 ;N.PIRATININ  ;  1 ; SE ;      0.00 ;      0.00 ;     96.52 ;      96.52 ;  L  ;   1409.64 ;
 63 ; MEDIA ;110 ;N.PIRATININ  ;  2 ; SE ;      0.00 ;      0.00 ;    193.04 ;     193.04 ;  L  ;   1409.64 ;
 63 ; MEDIA ;110 ;N.PIRATININ  ;  3 ; SE ;      0.00 ;      0.00 ;    289.56 ;     289.56 ;  L  ;   1409.64 ;
 63 ; MEDIA ;110 ;N.PIRATININ  ;  4 ; SE ;      0.00 ;      0.00 ;    386.08 ;     386.08 ;  L  ;   1409.64 ;
